Date;Open;High;Low;Close ;Adj Close ;Volume
;;;;Close price adjusted for splits.;Adjusted close price adjusted for splits and dividend and/or capital gain distributions.;
Dec 7, 2022;6,750.00;6,850.00;6,725.00;6,850.00;6,112.77;13,883,500
Dec 6, 2022;6,775.00;6,775.00;6,650.00;6,775.00;6,045.85;10,495,400
Dec 5, 2022;6,775.00;6,775.00;6,675.00;6,775.00;6,045.85;5,681,800
Dec 2, 2022;6,675.00;6,800.00;6,550.00;6,775.00;6,045.85;18,869,100
Dec 1, 2022;6,550.00;6,700.00;6,525.00;6,675.00;5,956.61;23,432,500
Nov 30, 2022;6,325.00;6,500.00;6,325.00;6,450.00;5,755.82;27,602,900
Nov 29, 2022;6,275.00;6,375.00;6,275.00;6,325.00;5,644.28;6,442,200
Nov 28, 2022;6,325.00;6,350.00;6,250.00;6,275.00;5,599.66;7,771,700
Nov 25, 2022;6,400.00;6,425.00;6,300.00;6,325.00;5,644.28;7,401,400
Nov 24, 2022;6,450.00;6,525.00;6,400.00;6,425.00;5,733.51;3,331,400
Nov 23, 2022;6,475.00;6,500.00;6,400.00;6,450.00;5,755.82;4,470,700
Nov 22, 2022;6,525.00;6,525.00;6,450.00;6,450.00;5,755.82;4,377,700
Nov 21, 2022;6,500.00;6,550.00;6,475.00;6,525.00;5,822.75;3,922,700
Nov 18, 2022;6,500.00;6,525.00;6,450.00;6,500.00;5,800.44;3,196,400
Nov 17, 2022;6,500.00;6,525.00;6,450.00;6,525.00;5,822.75;5,720,700
Nov 16, 2022;6,500.00;6,500.00;6,400.00;6,500.00;5,800.44;5,248,500
Nov 15, 2022;6,475.00;6,500.00;6,400.00;6,500.00;5,800.44;6,211,600
Nov 14, 2022;6,425.00;6,475.00;6,375.00;6,475.00;5,778.13;3,416,300
Nov 11, 2022;6,500.00;6,500.00;6,375.00;6,400.00;5,711.21;6,379,700
Nov 10, 2022;6,550.00;6,550.00;6,400.00;6,475.00;5,778.13;6,477,700
Nov 9, 2022;6,475.00;6,550.00;6,425.00;6,550.00;5,845.06;11,459,700
Nov 8, 2022;6,550.00;6,550.00;6,400.00;6,475.00;5,778.13;4,847,400
Nov 7, 2022;6,450.00;6,500.00;6,375.00;6,500.00;5,800.44;9,420,800
Nov 4, 2022;6,350.00;6,450.00;6,350.00;6,450.00;5,755.82;8,342,600
Nov 3, 2022;6,400.00;6,425.00;6,325.00;6,375.00;5,688.90;6,507,700
Nov 2, 2022;6,425.00;6,450.00;6,350.00;6,425.00;5,733.51;8,049,600
